Sales,Price,Region,Product,Year,Month,Source
839.8134496,2.286511707,MA,POJ,2005,Sep,MomPop
1219,3.07619102,MA,POJ,2005,Oct,MomPop
1731,2.496087503,MA,POJ,2005,Nov,MomPop
938,3.199104041,MA,POJ,2005,Dec,MomPop
1294,2.885767336,MA,POJ,2005,Jan,MomPop
1261,3.044346423,MA,POJ,2005,Feb,MomPop
6421,1.34562136,MA,POJ,2005,Mar,MomPop
887,3.391972488,MA,POJ,2005,Apr,MomPop
1010,3.379094756,MA,POJ,2005,May,MomPop
781,3.581139985,MA,POJ,2005,Jun,MomPop
9287,1.109479471,MA,POJ,2005,Jul,MomPop
8404,1.069273022,MA,POJ,2005,Aug,MomPop
1906.738305,1.078878663,SE,POJ,2005,Sep,MomPop
858,2.272173112,SE,POJ,2005,Oct,MomPop
468,3.057479836,SE,POJ,2005,Nov,MomPop
939,2.295836537,SE,POJ,2005,Dec,MomPop
654,2.757091282,SE,POJ,2005,Jan,MomPop
4975,1.066884785,SE,POJ,2005,Feb,MomPop
1111,2.260160349,SE,POJ,2005,Mar,MomPop
764,2.669586199,SE,POJ,2005,Apr,MomPop
1137,2.14501363,SE,POJ,2005,May,MomPop
950,2.479339119,SE,POJ,2005,Jun,MomPop
2730,1.420424034,SE,POJ,2005,Jul,MomPop
700,2.712643707,SE,POJ,2005,Aug,MomPop
1511.135362,1.38356725,MW,POJ,2005,Sep,MomPop
791.587986,2.702870726,MW,POJ,2005,Oct,MomPop
512.2054661,3.100040546,MW,POJ,2005,Nov,MomPop
479.6466447,3.494970734,MW,POJ,2005,Dec,MomPop
1754.456036,1.874996258,MW,POJ,2005,Jan,MomPop
1389.148962,1.918879986,MW,POJ,2005,Feb,MomPop
952.4040576,2.501979848,MW,POJ,2005,Mar,MomPop
1395.278308,2.015165389,MW,POJ,2005,Apr,MomPop
1375.681891,2.284626151,MW,POJ,2005,May,MomPop
2129.035422,1.718056737,MW,POJ,2005,Jun,MomPop
1540.576769,2.051309601,MW,POJ,2005,Jul,MomPop
1105.501181,2.506489685,MW,POJ,2005,Aug,MomPop
170.6905368,2.448138835,DS,POJ,2005,Sep,MomPop
345.9466442,2.07957062,DS,POJ,2005,Oct,MomPop
189.5506902,2.565203643,DS,POJ,2005,Nov,MomPop
391.3238151,2.91583479,DS,POJ,2005,Dec,MomPop
193.1839157,3.071071857,DS,POJ,2005,Jan,MomPop
679.0832643,1.200099367,DS,POJ,2005,Feb,MomPop
306.0054788,3.592234492,DS,POJ,2005,Mar,MomPop
610.1271268,1.687901164,DS,POJ,2005,Apr,MomPop
164.2644422,3.406012753,DS,POJ,2005,May,MomPop
181.1269611,2.743240049,DS,POJ,2005,Jun,MomPop
186.3208223,3.327243725,DS,POJ,2005,Jul,MomPop
349.7406059,2.939922517,DS,POJ,2005,Aug,MomPop
48.47652036,2.520252175,NW,POJ,2005,Sep,MomPop
286.9938587,1.380843992,NW,POJ,2005,Oct,MomPop
328.5761044,1.101122995,NW,POJ,2005,Nov,MomPop
394.7723918,1.952274496,NW,POJ,2005,Dec,MomPop
474.2391478,1.082901995,NW,POJ,2005,Jan,MomPop
46.76184955,2.553403892,NW,POJ,2005,Feb,MomPop
329.4257787,1.838705321,NW,POJ,2005,Mar,MomPop
139.9663097,1.970165212,NW,POJ,2005,Apr,MomPop
379.5369037,1.34327835,NW,POJ,2005,May,MomPop
100.9222939,2.283236052,NW,POJ,2005,Jun,MomPop
368.9995183,1.573862794,NW,POJ,2005,Jul,MomPop
102.8594205,3.003549862,NW,POJ,2005,Aug,MomPop
248.6021019,1.523161943,SW,POJ,2005,Sep,MomPop
367.6293099,1.576545943,SW,POJ,2005,Oct,MomPop
442.9927264,1.125551304,SW,POJ,2005,Nov,MomPop
211.4149472,3.144466666,SW,POJ,2005,Dec,MomPop
299.2786996,1.780994906,SW,POJ,2005,Jan,MomPop
216.3309116,1.582408961,SW,POJ,2005,Feb,MomPop
319.3224837,2.469831279,SW,POJ,2005,Mar,MomPop
233.7860539,1.998969366,SW,POJ,2005,Apr,MomPop
368.8417504,1.6170734,SW,POJ,2005,May,MomPop
677.0731217,1.111092631,SW,POJ,2005,Jun,MomPop
162.929442,2.850805197,SW,POJ,2005,Jul,MomPop
686.5550266,1.600303467,SW,POJ,2005,Aug,MomPop
0,1.220651636,NE,ROJ,2005,Sep,MomPop
0,1.371454467,NE,ROJ,2005,Oct,MomPop
0,2.755234725,NE,ROJ,2005,Nov,MomPop
0,2.788585684,NE,ROJ,2005,Dec,MomPop
0,3.467193371,NE,ROJ,2005,Jan,MomPop
0,3.22835191,NE,ROJ,2005,Feb,MomPop
0,1.431121118,NE,ROJ,2005,Mar,MomPop
0,1.618068619,NE,ROJ,2005,Apr,MomPop
0,3.145605325,NE,ROJ,2005,May,MomPop
0,1.130697891,NE,ROJ,2005,Jun,MomPop
0,2.292647614,NE,ROJ,2005,Jul,MomPop
0,2.963118764,NE,ROJ,2005,Aug,MomPop
0,2.209639174,MA,ROJ,2005,Sep,MomPop
0,2.130761358,MA,ROJ,2005,Oct,MomPop
0,2.612879213,MA,ROJ,2005,Nov,MomPop
0,3.053278018,MA,ROJ,2005,Dec,MomPop
0,3.189599167,MA,ROJ,2005,Jan,MomPop
0,3.216185333,MA,ROJ,2005,Feb,MomPop
0,3.237355395,MA,ROJ,2005,Mar,MomPop
0,2.152089868,MA,ROJ,2005,Apr,MomPop
0,2.555702888,MA,ROJ,2005,May,MomPop
0,2.155545771,MA,ROJ,2005,Jun,MomPop
0,1.215473336,MA,ROJ,2005,Jul,MomPop
0,1.615986637,MA,ROJ,2005,Aug,MomPop
0,1.316454111,SE,ROJ,2005,Sep,MomPop
0,1.558207334,SE,ROJ,2005,Oct,MomPop
0,2.799643001,SE,ROJ,2005,Nov,MomPop
0,2.799471917,SE,ROJ,2005,Dec,MomPop
0,2.95857405,SE,ROJ,2005,Jan,MomPop
0,3.564520991,SE,ROJ,2005,Feb,MomPop
0,2.96246104,SE,ROJ,2005,Mar,MomPop
0,1.154721894,SE,ROJ,2005,Apr,MomPop
0,2.070815447,SE,ROJ,2005,May,MomPop
0,3.268963071,SE,ROJ,2005,Jun,MomPop
0,1.813867761,SE,ROJ,2005,Jul,MomPop
0,2.451979792,SE,ROJ,2005,Aug,MomPop
0,1.870266413,MW,ROJ,2005,Sep,MomPop
0,1.53096262,MW,ROJ,2005,Oct,MomPop
0,1.943722528,MW,ROJ,2005,Nov,MomPop
0,3.350375799,MW,ROJ,2005,Dec,MomPop
0,3.150104896,MW,ROJ,2005,Jan,MomPop
0,2.83858659,MW,ROJ,2005,Feb,MomPop
0,1.271201261,MW,ROJ,2005,Mar,MomPop
0,3.236172884,MW,ROJ,2005,Apr,MomPop
0,3.306074812,MW,ROJ,2005,May,MomPop
0,2.779058289,MW,ROJ,2005,Jun,MomPop
0,2.609963372,MW,ROJ,2005,Jul,MomPop
0,1.538147824,MW,ROJ,2005,Aug,MomPop
0,2.553392166,DS,ROJ,2005,Sep,MomPop
0,3.530298712,DS,ROJ,2005,Oct,MomPop
0,1.431277053,DS,ROJ,2005,Nov,MomPop
0,1.995593708,DS,ROJ,2005,Dec,MomPop
0,2.06134568,DS,ROJ,2005,Jan,MomPop
0,1.802343,DS,ROJ,2005,Feb,MomPop
0,3.28431769,DS,ROJ,2005,Mar,MomPop
0,1.96396742,DS,ROJ,2005,Apr,MomPop
0,2.845545187,DS,ROJ,2005,May,MomPop
0,2.954335422,DS,ROJ,2005,Jun,MomPop
0,1.908834866,DS,ROJ,2005,Jul,MomPop
0,3.150229973,DS,ROJ,2005,Aug,MomPop
0,3.399465796,NW,ROJ,2005,Sep,MomPop
0,1.781632386,NW,ROJ,2005,Oct,MomPop
0,1.287646194,NW,ROJ,2005,Nov,MomPop
0,2.411496245,NW,ROJ,2005,Dec,MomPop
0,2.091786185,NW,ROJ,2005,Jan,MomPop
0,3.034894522,NW,ROJ,2005,Feb,MomPop
0,2.631974364,NW,ROJ,2005,Mar,MomPop
0,1.789020562,NW,ROJ,2005,Apr,MomPop
0,1.233107512,NW,ROJ,2005,May,MomPop
0,1.436553494,NW,ROJ,2005,Jun,MomPop
0,2.295665934,NW,ROJ,2005,Jul,MomPop
0,3.237657649,NW,ROJ,2005,Aug,MomPop
0,3.180966922,SW,ROJ,2005,Sep,MomPop
0,2.728442032,SW,ROJ,2005,Oct,MomPop
0,2.578186617,SW,ROJ,2005,Nov,MomPop
0,1.367468345,SW,ROJ,2005,Dec,MomPop
0,3.44228908,SW,ROJ,2005,Jan,MomPop
0,1.532715037,SW,ROJ,2005,Feb,MomPop
0,1.876575817,SW,ROJ,2005,Mar,MomPop
0,1.670447026,SW,ROJ,2005,Apr,MomPop
0,1.943195459,SW,ROJ,2005,May,MomPop
0,1.842507288,SW,ROJ,2005,Jun,MomPop
0,2.009035504,SW,ROJ,2005,Jul,MomPop
0,1.007597932,SW,ROJ,2005,Aug,MomPop
0,3.376029498,NE,FCOJ,2005,Sep,MomPop
0,3.425384697,NE,FCOJ,2005,Oct,MomPop
0,2.603411682,NE,FCOJ,2005,Nov,MomPop
0,1.43481217,NE,FCOJ,2005,Dec,MomPop
0,3.227495601,NE,FCOJ,2005,Jan,MomPop
0,2.0423966,NE,FCOJ,2005,Feb,MomPop
0,2.903568655,NE,FCOJ,2005,Mar,MomPop
0,2.570323729,NE,FCOJ,2005,Apr,MomPop
0,1.368699152,NE,FCOJ,2005,May,MomPop
0,3.257844769,NE,FCOJ,2005,Jun,MomPop
0,1.444522806,NE,FCOJ,2005,Jul,MomPop
0,2.381347868,NE,FCOJ,2005,Aug,MomPop
0,3.118735432,MA,FCOJ,2005,Sep,MomPop
0,1.546443422,MA,FCOJ,2005,Oct,MomPop
0,3.011539011,MA,FCOJ,2005,Nov,MomPop
0,3.148827595,MA,FCOJ,2005,Dec,MomPop
0,1.932358989,MA,FCOJ,2005,Jan,MomPop
0,1.327286489,MA,FCOJ,2005,Feb,MomPop
0,3.297534382,MA,FCOJ,2005,Mar,MomPop
0,1.875532782,MA,FCOJ,2005,Apr,MomPop
0,3.337737777,MA,FCOJ,2005,May,MomPop
0,1.547754503,MA,FCOJ,2005,Jun,MomPop
0,1.437809034,MA,FCOJ,2005,Jul,MomPop
0,1.526387129,MA,FCOJ,2005,Aug,MomPop
0,2.283804714,SE,FCOJ,2005,Sep,MomPop
0,1.085118046,SE,FCOJ,2005,Oct,MomPop
0,3.295489665,SE,FCOJ,2005,Nov,MomPop
0,1.110860098,SE,FCOJ,2005,Dec,MomPop
0,1.201307027,SE,FCOJ,2005,Jan,MomPop
0,1.769836818,SE,FCOJ,2005,Feb,MomPop
0,3.045098216,SE,FCOJ,2005,Mar,MomPop
0,1.233724276,SE,FCOJ,2005,Apr,MomPop
0,1.564922313,SE,FCOJ,2005,May,MomPop
0,2.576816975,SE,FCOJ,2005,Jun,MomPop
0,3.249268354,SE,FCOJ,2005,Jul,MomPop
0,3.009735354,SE,FCOJ,2005,Aug,MomPop
0,2.625345627,MW,FCOJ,2005,Sep,MomPop
0,1.347131499,MW,FCOJ,2005,Oct,MomPop
0,3.128815219,MW,FCOJ,2005,Nov,MomPop
0,2.340024855,MW,FCOJ,2005,Dec,MomPop
0,2.463524015,MW,FCOJ,2005,Jan,MomPop
0,3.048975659,MW,FCOJ,2005,Feb,MomPop
0,2.442324699,MW,FCOJ,2005,Mar,MomPop
0,2.937060873,MW,FCOJ,2005,Apr,MomPop
0,3.35441916,MW,FCOJ,2005,May,MomPop
0,1.013523395,MW,FCOJ,2005,Jun,MomPop
0,1.517158159,MW,FCOJ,2005,Jul,MomPop
0,3.304884034,MW,FCOJ,2005,Aug,MomPop
0,1.646593058,DS,FCOJ,2005,Sep,MomPop
0,1.611561759,DS,FCOJ,2005,Oct,MomPop
0,2.469392139,DS,FCOJ,2005,Nov,MomPop
0,2.124323789,DS,FCOJ,2005,Dec,MomPop
0,2.754499493,DS,FCOJ,2005,Jan,MomPop
0,1.226027472,DS,FCOJ,2005,Feb,MomPop
0,1.029882219,DS,FCOJ,2005,Mar,MomPop
0,2.67469159,DS,FCOJ,2005,Apr,MomPop
0,2.86301171,DS,FCOJ,2005,May,MomPop
0,2.755913354,DS,FCOJ,2005,Jun,MomPop
0,1.426667288,DS,FCOJ,2005,Jul,MomPop
0,3.077906011,DS,FCOJ,2005,Aug,MomPop
0,2.572466579,NW,FCOJ,2005,Sep,MomPop
0,2.216870499,NW,FCOJ,2005,Oct,MomPop
0,2.242033599,NW,FCOJ,2005,Nov,MomPop
0,1.568625386,NW,FCOJ,2005,Dec,MomPop
0,3.389987341,NW,FCOJ,2005,Jan,MomPop
0,1.191074466,NW,FCOJ,2005,Feb,MomPop
0,1.2378318,NW,FCOJ,2005,Mar,MomPop
0,2.969660709,NW,FCOJ,2005,Apr,MomPop
0,1.746536597,NW,FCOJ,2005,May,MomPop
0,2.25860148,NW,FCOJ,2005,Jun,MomPop
0,2.195189636,NW,FCOJ,2005,Jul,MomPop
0,1.442790433,NW,FCOJ,2005,Aug,MomPop
0,2.863268655,SW,FCOJ,2005,Sep,MomPop
0,3.489535927,SW,FCOJ,2005,Oct,MomPop
0,2.223064709,SW,FCOJ,2005,Nov,MomPop
0,2.698651077,SW,FCOJ,2005,Dec,MomPop
0,1.26572007,SW,FCOJ,2005,Jan,MomPop
0,3.476158563,SW,FCOJ,2005,Feb,MomPop
0,2.338322529,SW,FCOJ,2005,Mar,MomPop
0,2.144978411,SW,FCOJ,2005,Apr,MomPop
0,3.039558024,SW,FCOJ,2005,May,MomPop
0,2.006035306,SW,FCOJ,2005,Jun,MomPop
0,3.485413078,SW,FCOJ,2005,Jul,MomPop
0,3.29252981,SW,FCOJ,2005,Aug,MomPop
272,1.641360258,NE,ORA,2006,Sep,MomPop
0,2.93096697,NE,ORA,2006,Oct,MomPop
0,1.813240358,NE,ORA,2006,Nov,MomPop
0,2.33724085,NE,ORA,2006,Dec,MomPop
0,1.284522579,NE,ORA,2006,Jan,MomPop
0,2.979409456,NE,ORA,2006,Feb,MomPop
0,2.704401871,NE,ORA,2006,Mar,MomPop
0,1.291098423,NE,ORA,2006,Apr,MomPop
0,2.624230468,NE,ORA,2006,May,MomPop
0,1.620869915,NE,ORA,2006,Jun,MomPop
0,3.189913907,NE,ORA,2006,Jul,MomPop
0,1.785466069,NE,ORA,2006,Aug,MomPop
466,1.928062897,MA,ORA,2006,Sep,MomPop
0,2.413943943,MA,ORA,2006,Oct,MomPop
0,2.102127055,MA,ORA,2006,Nov,MomPop
0,3.313030338,MA,ORA,2006,Dec,MomPop
0,1.895710266,MA,ORA,2006,Jan,MomPop
0,2.909163716,MA,ORA,2006,Feb,MomPop
0,2.204614241,MA,ORA,2006,Mar,MomPop
0,2.728232086,MA,ORA,2006,Apr,MomPop
0,2.041670113,MA,ORA,2006,May,MomPop
0,1.544743181,MA,ORA,2006,Jun,MomPop
0,1.023480516,MA,ORA,2006,Jul,MomPop
0,3.448656531,MA,ORA,2006,Aug,MomPop
63,3.119375815,SE,ORA,2006,Sep,MomPop
0,1.212315914,SE,ORA,2006,Oct,MomPop
0,3.246544327,SE,ORA,2006,Nov,MomPop
0,3.545569151,SE,ORA,2006,Dec,MomPop
0,1.882967896,SE,ORA,2006,Jan,MomPop
0,3.367566944,SE,ORA,2006,Feb,MomPop
0,1.776112378,SE,ORA,2006,Mar,MomPop
0,1.025953194,SE,ORA,2006,Apr,MomPop
0,2.013131806,SE,ORA,2006,May,MomPop
0,2.492084396,SE,ORA,2006,Jun,MomPop
0,1.960789929,SE,ORA,2006,Jul,MomPop
0,3.069508926,SE,ORA,2006,Aug,MomPop
516,1.793986095,MW,ORA,2006,Sep,MomPop
484,1.270725184,MW,ORA,2006,Oct,MomPop
40,3.140835835,MW,ORA,2006,Nov,MomPop
0,2.662715498,MW,ORA,2006,Dec,MomPop
0,3.587299094,MW,ORA,2006,Jan,MomPop
0,3.559382359,MW,ORA,2006,Feb,MomPop
0,2.777042314,MW,ORA,2006,Mar,MomPop
0,1.993127251,MW,ORA,2006,Apr,MomPop
0,1.861134945,MW,ORA,2006,May,MomPop
0,1.328037476,MW,ORA,2006,Jun,MomPop
0,1.828075939,MW,ORA,2006,Jul,MomPop
0,3.363829429,MW,ORA,2006,Aug,MomPop
184,3.582383747,DS,ORA,2006,Sep,MomPop
322,2.888713804,DS,ORA,2006,Oct,MomPop
219,3.071279894,DS,ORA,2006,Nov,MomPop
0,3.49915448,DS,ORA,2006,Dec,MomPop
0,3.420420752,DS,ORA,2006,Jan,MomPop
0,3.390621308,DS,ORA,2006,Feb,MomPop
0,1.374114879,DS,ORA,2006,Mar,MomPop
0,2.799975677,DS,ORA,2006,Apr,MomPop
0,3.206327757,DS,ORA,2006,May,MomPop
0,1.76834581,DS,ORA,2006,Jun,MomPop
0,1.404990415,DS,ORA,2006,Jul,MomPop
0,1.395807057,DS,ORA,2006,Aug,MomPop
744,1.563412616,NW,ORA,2006,Sep,MomPop
226,2.825492724,NW,ORA,2006,Oct,MomPop
236,2.42610775,NW,ORA,2006,Nov,MomPop
0,1.478814616,NW,ORA,2006,Dec,MomPop
0,1.631231954,NW,ORA,2006,Jan,MomPop
0,2.675351821,NW,ORA,2006,Feb,MomPop
0,2.746705416,NW,ORA,2006,Mar,MomPop
0,1.005823532,NW,ORA,2006,Apr,MomPop
0,2.115936738,NW,ORA,2006,May,MomPop
0,2.38188162,NW,ORA,2006,Jun,MomPop
0,2.945474605,NW,ORA,2006,Jul,MomPop
0,1.690133257,NW,ORA,2006,Aug,MomPop
326,2.576712245,SW,ORA,2006,Sep,MomPop
1808,1.204680036,SW,ORA,2006,Oct,MomPop
609,1.793406828,SW,ORA,2006,Nov,MomPop
0,1.403580962,SW,ORA,2006,Dec,MomPop
0,3.303520805,SW,ORA,2006,Jan,MomPop
0,1.39275657,SW,ORA,2006,Feb,MomPop
0,2.468137957,SW,ORA,2006,Mar,MomPop
0,3.428517958,SW,ORA,2006,Apr,MomPop
0,2.904706233,SW,ORA,2006,May,MomPop
0,2.561878019,SW,ORA,2006,Jun,MomPop
0,1.242731504,SW,ORA,2006,Jul,MomPop
0,1.603904387,SW,ORA,2006,Aug,MomPop
1163,1.491209813,NE,POJ,2006,Sep,MomPop
0,3.261801333,NE,POJ,2006,Oct,MomPop
0,3.023710641,NE,POJ,2006,Nov,MomPop
0,2.738183875,NE,POJ,2006,Dec,MomPop
0,3.029798643,NE,POJ,2006,Jan,MomPop
0,1.209342801,NE,POJ,2006,Feb,MomPop
0,2.425490589,NE,POJ,2006,Mar,MomPop
0,1.525067349,NE,POJ,2006,Apr,MomPop
0,1.999926945,NE,POJ,2006,May,MomPop
0,1.899391277,NE,POJ,2006,Jun,MomPop
0,1.035934438,NE,POJ,2006,Jul,MomPop
0,1.882000558,NE,POJ,2006,Aug,MomPop
841,2.485413966,MA,POJ,2006,Sep,MomPop
0,1.28275909,MA,POJ,2006,Oct,MomPop
0,1.312836066,MA,POJ,2006,Nov,MomPop
0,2.867632757,MA,POJ,2006,Dec,MomPop
0,2.632467119,MA,POJ,2006,Jan,MomPop
0,2.151181862,MA,POJ,2006,Feb,MomPop
0,2.23777614,MA,POJ,2006,Mar,MomPop
0,3.286897817,MA,POJ,2006,Apr,MomPop
0,2.27607978,MA,POJ,2006,May,MomPop
0,1.580693787,MA,POJ,2006,Jun,MomPop
0,2.079614683,MA,POJ,2006,Jul,MomPop
0,1.933096896,MA,POJ,2006,Aug,MomPop
932,1.523863552,SE,POJ,2006,Sep,MomPop
0,1.842100139,SE,POJ,2006,Oct,MomPop
0,2.898402505,SE,POJ,2006,Nov,MomPop
0,2.93849367,SE,POJ,2006,Dec,MomPop
0,1.107521405,SE,POJ,2006,Jan,MomPop
0,3.113270001,SE,POJ,2006,Feb,MomPop
0,1.813868116,SE,POJ,2006,Mar,MomPop
0,1.543829133,SE,POJ,2006,Apr,MomPop
0,2.668862093,SE,POJ,2006,May,MomPop
0,1.122798061,SE,POJ,2006,Jun,MomPop
0,1.244014116,SE,POJ,2006,Jul,MomPop
0,2.307273586,SE,POJ,2006,Aug,MomPop
4081.832812,1.032991018,MW,POJ,2006,Sep,MomPop
592,1.327350424,MW,POJ,2006,Oct,MomPop
250,2.009218196,MW,POJ,2006,Nov,MomPop
111,2.991432342,MW,POJ,2006,Dec,MomPop
285,1.765030936,MW,POJ,2006,Jan,MomPop
120,2.818254281,MW,POJ,2006,Feb,MomPop
67,3.575853336,MW,POJ,2006,Mar,MomPop
94,2.941725956,MW,POJ,2006,Apr,MomPop
304,1.803815302,MW,POJ,2006,May,MomPop
68,3.571363965,MW,POJ,2006,Jun,MomPop
94,2.897223935,MW,POJ,2006,Jul,MomPop
124,2.75207029,MW,POJ,2006,Aug,MomPop
764.9798521,2.39804311,DS,POJ,2006,Sep,MomPop
2714,1.529726127,DS,POJ,2006,Oct,MomPop
2649,1.55728797,DS,POJ,2006,Nov,MomPop
1141,2.430345312,DS,POJ,2006,Dec,MomPop
4709,1.250558008,DS,POJ,2006,Jan,MomPop
773,2.773016232,DS,POJ,2006,Feb,MomPop
582,3.072195236,DS,POJ,2006,Mar,MomPop
662,2.959543463,DS,POJ,2006,Apr,MomPop
1679,2.022571782,DS,POJ,2006,May,MomPop
2887,1.593698169,DS,POJ,2006,Jun,MomPop
4713,1.235394347,DS,POJ,2006,Jul,MomPop
1213,2.288046286,DS,POJ,2006,Aug,MomPop
203.2123222,2.848498109,NW,POJ,2006,Sep,MomPop
337,2.501073462,NW,POJ,2006,Oct,MomPop
344,2.544893407,NW,POJ,2006,Nov,MomPop
277,2.936071651,NW,POJ,2006,Dec,MomPop
283,2.799446278,NW,POJ,2006,Jan,MomPop
523,2.157688389,NW,POJ,2006,Feb,MomPop
325,2.605598926,NW,POJ,2006,Mar,MomPop
860,1.572855195,NW,POJ,2006,Apr,MomPop
387,2.433098634,NW,POJ,2006,May,MomPop
307,2.506530316,NW,POJ,2006,Jun,MomPop
418,2.34934444,NW,POJ,2006,Jul,MomPop
870,1.754013586,NW,POJ,2006,Aug,MomPop
2045.306261,1.168444137,SW,POJ,2006,Sep,MomPop
658,2.434317502,SW,POJ,2006,Oct,MomPop
716,2.249159298,SW,POJ,2006,Nov,MomPop
971,1.907545565,SW,POJ,2006,Dec,MomPop
473,2.770429123,SW,POJ,2006,Jan,MomPop
470,2.916312514,SW,POJ,2006,Feb,MomPop
902,2.183426633,SW,POJ,2006,Mar,MomPop
393,3.041607068,SW,POJ,2006,Apr,MomPop
